CLONE,YEAR,STAGE,LOC,CROP,REP,T_SPACRE,TRS_TON,TCA,POPN,MSTWT,FIBER,,,
HO17-738,2021,5,LANAUX,0,1,8063.97,316.7,25.46,.,1.92,6.848657025,,,
HOCP96-540,2020,5,BRUNSWICK,0,2,7484.31,271.62,27.55,.,3.59,6.848660714,,,
L14-267,2021,5,MAGNOLIA,2,3,3994.1,289.58,13.79,.,1.1,6.84886581,,,
HO17-738,2021,4,AFH,1,1,6231.02,269.5,23.12,12.29,1.55,6.849333946,,,
HOCP09-804,2021,4,AFH,0,1,5564.26,271.52,20.49,11.44,1.51,6.849570924,,,
L12-201,2020,5,GLENWOOD,3,3,9344.68,300.05,31.14,.,2.74,6.849608198,,,
HOCP17-701,2021,5,ALLAINS,0,3,7667.48,323.6,23.69,.,1.99,6.849740933,,,
HO16-600,2020,5,STJOHN,0,2,10762.25,304.15,35.38,.,3.68,6.850017813,,,
L15-306,2020,5,LANAUX,0,2,9721.89,302.11,32.18,.,2.39,6.850050916,,,
HO05-961,2020,5,RHEBERT,0,2,9111.73,265.82,34.28,.,2.78,6.871794872,,,
HOL15-508,2021,5,MARY,0,3,5795.2,283.38,20.45,.,1.56,6.872083879,,,
HOL15-508,2021,5,ALLAINS,1,1,6810.6,288.54,23.6,.,1.67,6.872112813,,,
HOCP14-885,2020,5,MAGNOLIA,2,3,4168.4,250.43,16.65,.,1.65,6.872231687,,,
HO13-739,2021,3,AFL,0,1,15325.62,286.94,53.41,.,2.98,6.872315951,,,
HOCP09-804,2020,5,GLENWOOD,2,1,13498.02,307.21,43.94,.,1.82,6.872455516,,,
L11-183,2020,5,STJOHN,2,1,6763.46,257.17,26.3,.,2.67,6.872555866,,,
HO13-739,2021,5,ALMA,1,1,5847.93,266.02,21.98,.,1.96,6.873045078,,,
HO13-739,2021,5,ALMA,2,2,6002.85,288.33,20.82,.,1.36,6.873119245,,,
HO16-600,2020,5,LANDRY,0,3,12676.63,332.15,38.17,.,3.48,6.873354232,,,
L12-201,2021,5,MARY,3,1,7067.65,246.99,28.62,.,2.33,6.873495662,,,
HO16-600,2020,5,DOMINGUE,0,1,10412.15,304.44,34.2,.,3.51,6.874074074,,,
L11-183,2020,5,LANDRY,0,3,11458.77,315.22,36.35,.,2.59,6.896068796,,,
L01-283,2021,5,BRUNSWICK,3,2,5038.06,221.4,22.76,.,1.68,6.896130346,,,
L12-201,2021,4,BLK,1,1,7306.79,275.29,26.54,10.26,2.31,6.896158463,,,
HOCP19-956,2020,3,AFL,0,2,17878.84,290.31,61.59,.,3.05,6.896174863,,,
L01-283,2021,5,HARPER,3,3,4821.02,210.61,22.89,.,1.66,6.896224056,,,
L11-183,2020,5,STJOHN,0,1,10583.65,262.16,40.37,.,3.75,6.896441167,,,
HOCP04-838,2021,5,ALMA,2,1,6169.65,229.22,26.92,.,1.84,6.896462264,,,
HOCP19-960,2020,3,AFL,0,2,16774.93,273.27,61.39,.,3.11,6.896575821,,,
L19-015,2020,3,SGL,0,1,14266.13,294.55,48.43,13.81,2.97,6.896770108,,,
L14-267,2020,5,STJOHN,1,2,11266.21,293.86,38.34,.,2.09,6.897141783,,,
HOCP14-885,2021,5,MARY,3,2,5603.28,254.46,22.02,.,1.59,6.897333666,,,
L12-201,2021,5,MAGNOLIA,2,3,1946.42,225.09,8.65,.,1.47,6.918823529,,,
L12-201,2020,5,LANDRY,0,3,13461.08,319.06,42.19,.,3.16,6.919626653,,,
HO12-615,2020,5,LANAUX,3,1,6473.92,287.41,22.53,.,1.37,6.919806357,,,
L11-183,2020,5,LANAUX,0,1,9924.97,277.84,35.72,.,3.37,6.920313521,,,
HOCP09-804,2021,5,LANAUX,0,1,7094.66,304.72,23.28,.,1.54,6.920998397,,,
L01-283,2020,5,LANAUX,2,2,7497.62,320.07,23.43,.,2.04,6.921012964,,,
HOL15-508,2020,5,MAGNOLIA,0,2,8325.99,305.25,27.28,.,2.61,6.921165949,,,
HOCP96-540,2021,5,HARPER,2,1,2027.53,228.4,8.88,.,2.28,6.93081761,,,
HO17-738,2021,5,ALMA,0,3,5126.69,217.38,23.58,.,2.6,6.943251534,,,
L11-183,2020,5,MAGNOLIA,0,2,9984.06,296.2,33.71,.,2.77,6.943460879,,,
L14-267,2021,5,MARY,1,2,5637.37,259.93,21.69,.,1.42,6.943585077,,,
HOCP96-540,2020,5,ALMA,0,2,6949.4,202.37,34.34,.,2.5,6.943629929,,,
L14-267,2021,5,GLENWOOD,0,3,8425,296.75,28.39,.,2.54,6.943753884,,,
HOCP04-838,2021,5,LANDRY,2,3,3384.32,294.88,11.48,.,0.94,6.943970421,,,
HOCP14-885,2021,5,DOMINGUE,1,1,9729.54,331.91,29.31,.,2.29,6.944384156,,,
HOCP09-804,2021,5,GLENWOOD,4,3,8246.29,299,27.58,.,1.18,6.944427935,,,
HOCP19-947,2020,3,AFL,0,1,.,.,.,.,,6.944830041,,,
L15-306,2021,5,DOMINGUE,1,3,7990.74,291.99,27.37,.,1.93,6.944893461,,,
L12-201,2020,5,BRUNSWICK,0,2,7299.85,309.19,23.61,.,2.19,6.944909794,,,
HOCP14-885,2020,5,HARPER,2,3,9012.94,243.6,37,.,2.37,6.955882353,,,
HOCP96-540,2020,5,ALMA,2,2,3790.67,209.45,18.1,.,1.77,6.967620995,,,
HOCP04-838,2021,5,HARPER,3,1,3658.16,237.95,15.37,.,1.67,6.967754173,,,
HOCP19-929,2020,3,STG,0,2,9671.47,282.31,34.26,.,3.02,6.968058968,,,
L14-267,2021,5,MARY,3,2,8359.01,278.55,30.01,.,1.74,6.968074358,,,
HOCP14-885,2020,5,BRUNSWICK,2,2,3152.09,184.01,17.13,.,1.36,6.968188105,,,
HOCP19-929,2020,3,AFL,0,1,17010.62,256.42,66.34,.,3.44,6.968202349,,,
L11-183,2021,5,LANAUX,2,1,2999.18,239.75,12.51,.,1.58,6.968253968,,,
HO13-739,2020,5,MAGNOLIA,1,2,5533.51,311.62,17.76,.,1.57,6.968268638,,,
HOCP19-919,2020,3,AFL,0,1,20281.5,274.07,74,.,3.47,6.968305832,,,
HOCP19-924,2020,3,AFL,0,2,15243.67,249.05,61.21,.,2.87,6.968305832,,,
HOCP17-523,2021,3,SGL,0,2,15501.92,275.87,56.19,.,2.88,6.968392857,,,
HOCP09-804,2020,5,MARY,3,2,7717.82,281.66,27.4,.,1.05,6.968616453,,,
HO13-739,2020,5,HARPER,3,2,7668.12,225.22,34.05,.,2.47,6.969152971,,,
HO12-615,2020,5,RHEBERT,2,1,10739.59,260.26,41.27,.,2.4,6.969193352,,,
HO13-739,2020,5,GLENWOOD,0,1,11455.56,288.07,39.77,.,3.12,6.969373804,,,
HOCP96-540,2020,5,RHEBERT,0,3,7984.83,253.43,31.51,.,3.02,6.969565217,,,
HOCP19-960,2021,3,MEL,0,2,15129.08,290.4,52.1,12.97,2.99,6.986367281,,,
HOCP96-540,2020,4,CAF,0,2,10013.48,269.83,37.11,11.68,2.56,6.992270531,,,
L17-410,2020,4,CAF,1,2,4213.87,263.92,15.97,9.39,2.05,6.992356115,,,
L19-012,2020,3,AFL,0,1,6469.77,251.46,25.73,11.96,3.07,6.992503124,,,
HOCP96-540,2020,5,GLENWOOD,0,1,11792.71,287.84,40.97,.,3.36,6.992543734,,,
L12-201,2020,5,MAGNOLIA,0,1,8846.77,277.76,31.85,.,3.23,6.992553191,,,
L12-201,2021,3,AFL,0,2,14885.26,295.65,50.35,.,3.04,6.992611357,,,
HOCP14-885,2020,5,DOMINGUE,0,2,11071.1,291.84,37.94,.,2.17,6.99279856,,,
HOCP96-540,2020,5,LANDRY,1,2,5595.59,201.52,27.77,.,1.84,6.992817424,,,
HOCP09-804,2021,5,RHEBERT,2,3,9178.81,281.46,32.61,.,2.91,6.992819232,,,
L15-306,2020,5,MAGNOLIA,0,2,9605.51,280.18,34.28,.,2.8,6.992859183,,,
HOCP19-929,2021,3,NEW,0,2,16650.27,312.3,53.32,11.93,2.94,6.992872279,,,
HO12-615,2021,5,LANAUX,1,1,8231.93,320.37,25.7,.,1.54,6.993292811,,,
HOCP17-701,2021,5,GLENWOOD,0,3,7278.99,304.72,23.89,.,2.17,6.993324857,,,
L01-299,2021,5,GLENWOOD,0,3,8098.94,251.48,32.21,.,1.98,6.993548387,,,
HOCP19-903,2021,3,SGL,1,2,6809.83,302.82,22.49,.,1.68,6.993728769,,,
HO13-739,2020,5,MAGNOLIA,1,3,7580.61,306.36,24.75,.,2.19,6.993809966,,,
L11-183,2020,5,BRUNSWICK,2,3,2736.17,151.85,18.02,.,1.49,6.993927126,,,
HO12-615,2021,5,LANAUX,3,3,3937.23,258.93,15.21,.,1.08,7.0166999,,,
L15-306,2020,5,DOMINGUE,1,2,9928.4,280.99,35.33,.,2,7.017094017,,,
HOCP19-947,2020,3,AFL,0,2,15260.5,272.52,56,.,2.87,7.017263082,,,
HOCP96-540,2020,5,ALLAINS,3,2,9115.29,297.64,30.63,.,2.41,7.017398509,,,
HOCP96-540,2020,3,AFL,1,2,14456.33,277.17,52.16,.,2.91,7.017619421,,,
HOCP04-838,2020,5,HARPER,2,3,8430.39,221.67,38.03,.,1.51,7.017695416,,,
L12-201,2021,5,ALLAINS,1,2,5567.31,261.32,21.31,.,2.07,7.017729287,,,
HOCP17-538,2021,3,AFL,0,1,14083.67,308.9,45.59,.,3.14,7.017883035,,,
HOCP09-804,2020,5,ALLAINS,0,3,8564.81,287.97,29.74,.,2.3,7.017910448,,,
HO16-608,2020,5,MAGNOLIA,0,3,10451.94,252.61,41.38,.,2.79,7.018229167,,,
L12-201,2021,5,HARPER,3,2,2810.68,206.8,13.59,.,1.39,7.018345324,,,
HOCP96-540,2020,5,STJOHN,1,2,6954.18,243.99,28.5,.,2.93,7.040897575,,,
HOCP14-885,2021,5,DOMINGUE,1,3,8636.05,331.84,26.02,.,2.2,7.041083656,,,
HO12-615,2021,5,MAGNOLIA,2,2,3115.47,241.06,12.92,.,1.04,7.04165486,,,
HO05-961,2020,5,RHEBERT,0,1,9435.7,267.39,35.29,.,2.84,7.04165486,,,
HO13-739,2020,5,RHEBERT,0,2,9688.51,274.56,35.29,.,2.84,7.04165486,,,
HOCP14-885,2021,5,LANDRY,1,2,5743.21,310.57,18.49,.,1.66,7.041772152,,,
L01-299,2020,5,BRUNSWICK,0,1,9144.36,311.59,29.35,.,2.41,7.041931752,,,
HOCP19-943,2020,3,AFL,0,2,14710.15,265.79,55.35,.,2.87,7.041993792,,,
HOCP96-540,2021,4,AFH,1,1,3343.59,250.05,13.37,12.23,1.56,7.042113955,,,
L11-183,2021,5,STJOHN,2,2,7326.81,235.94,31.05,.,1.92,7.042238189,,,
HOCP19-951,2020,3,STG,0,1,13384.11,282.54,47.37,.,2.9,7.042466049,,,
L01-283,2021,5,RHEBERT,3,1,6269.48,304.96,20.56,.,1.44,7.042920572,,,
HOCP14-885,2020,5,DOMINGUE,1,1,10982.56,306.13,35.88,.,2.91,7.043142857,,,
L12-201,2020,5,LANAUX,0,1,7845.93,270.75,28.98,.,3.11,7.065654649,,,
L11-183,2020,5,MARY,2,2,9179.33,273.62,33.55,.,2.21,7.066821886,,,
L12-201,2021,3,AFH,0,1,12185.53,262.67,46.39,.,2.84,7.066839714,,,
HOCP18-846,2020,3,WES,0,1,23526.15,295.03,79.74,12.94,3.03,7.066997852,,,
L20-037,2021,3,AFL,0,2,11225.8,287.73,39.02,11.87,2.97,7.067132116,,,
HO11-573,2021,5,ALLAINS,3,3,5165.01,270.02,19.13,.,1.9,7.068141904,,,
L19-498,2020,3,AFL,0,2,9825.32,297.38,33.04,11.82,2.97,7.078637377,,,
HO13-739,2021,4,AFH,0,1,7092.24,265.2,26.74,11.48,2.12,7.091369131,,,
HOCP96-540,2020,5,BRUNSWICK,0,1,10066.96,283.05,35.57,.,2.82,7.091369131,,,
HOCP96-540,2021,5,LANDRY,1,3,6131.28,240.56,25.49,.,2.31,7.092282958,,,
L11-183,2020,3,AFL,1,1,16743.07,285.93,58.56,.,2.9,7.092377942,,,
HOCP19-925,2020,3,AFL,0,2,17153.23,265.01,64.73,.,3.17,7.092393192,,,
L01-299,2021,5,MARY,0,1,5218.58,247.49,21.09,.,1.8,7.092396244,,,
L12-201,2021,3,AFH,1,1,15036.84,274.56,54.77,.,2.84,7.092497242,,,
HOCP17-710,2020,4,AFH,0,1,11087.47,279.84,39.62,11.38,2.92,7.09252483,,,
HO12-615,2020,5,ALLAINS,3,2,11002.24,311.59,35.31,.,1.42,7.095306035,,,
HOCP19-957,2020,3,AFL,0,2,15579.57,263.71,59.08,.,3.1,7.111007463,,,
L14-267,2020,5,MAGNOLIA,0,2,11398.83,268.32,42.48,.,2.69,7.111236208,,,
HOCP96-540,2021,5,LANAUX,2,3,1932.4,262.8,7.35,.,1.91,7.116147309,,,
L14-267,2021,5,ALLAINS,3,3,8264.55,300.47,27.51,.,1.92,7.116770186,,,
HOCP14-885,2020,5,ALMA,1,1,8664.98,253.44,34.19,.,2.97,7.117337461,,,
HOCP96-540,2020,5,ALLAINS,2,1,8491,301.33,28.18,.,2.29,7.11744287,,,
L11-183,2020,5,LANAUX,1,3,7528.85,293.39,25.66,.,1.92,7.117443409,,,
HOCP96-540,2020,5,LANDRY,2,2,5576.93,219,25.47,.,2.23,7.117555348,,,
HOCP19-925,2020,3,STG,0,2,8118.71,270.2,30.05,.,3.01,7.117647059,,,
CP01-1372,2021,5,BRUNSWICK,0,1,8934.76,253.34,35.27,.,2.27,7.117754868,,,
HOCP96-540,2021,5,ALLAINS,1,3,4855.92,226.15,21.47,.,1.66,7.130962228,,,
HOCP96-540,2021,5,HARPER,2,2,3273.92,234.09,13.99,.,2.28,7.13096624,,,
HOCP04-838,2021,5,LANDRY,2,2,4083.82,333.33,12.25,.,1.17,7.141882674,,,
HOCP04-838,2020,5,LANAUX,1,3,7449.46,279.66,26.64,.,2.36,7.142133587,,,
HOCP14-885,2021,5,LANAUX,2,2,5680.04,285.02,19.93,.,1.72,7.142416769,,,
HOCP09-804,2021,5,LANDRY,2,2,11587.91,329.6,35.16,.,1.38,7.14265636,,,
HO05-961,2021,5,ALMA,1,3,4925.77,268.93,18.32,.,1.54,7.142685491,,,
L15-306,2021,5,RHEBERT,0,3,10331.6,303.17,34.08,.,2.58,7.142779881,,,
L17-428,2020,3,NEW,1,1,14380.44,280.49,51.27,8.26,3.01,7.142976764,,,
L14-267,2021,5,STJOHN,0,2,9437.52,278.02,33.95,.,2.61,7.143092557,,,
L12-201,2021,5,HARPER,3,3,4673.47,235.82,19.82,.,2.33,7.143397813,,,
L12-201,2020,5,ALLAINS,0,3,9126.42,263.7,34.61,.,2.45,7.14339909,,,
HOCP17-701,2021,5,MARY,0,3,6196.35,294.17,21.06,.,1.72,7.143523921,,,
L14-267,2021,5,DOMINGUE,1,3,6588.58,300.22,21.95,.,1.83,7.143580578,,,
L19-006,2020,3,SGL,0,1,12512.36,290.7,43.04,11.65,3.06,7.154883011,,,
L14-267,2020,5,BRUNSWICK,0,3,8362.02,294.91,28.35,.,2.91,7.167340934,,,
HO13-739,2021,5,MARY,1,3,5373.77,283.29,18.97,.,1.84,7.167652174,,,
HOCP04-838,2021,5,RHEBERT,2,1,7403.83,257.18,28.79,.,1.94,7.167713871,,,
HOL15-508,2021,5,ALLAINS,1,2,6374.12,286.88,22.22,.,1.29,7.167741935,,,
HO13-739,2021,5,BRUNSWICK,3,2,3948.44,242.13,16.31,.,1.46,7.168164313,,,
HO05-961,2020,5,MAGNOLIA,0,3,10273.94,289.47,35.49,.,2.56,7.168304033,,,
L01-299,2020,5,MAGNOLIA,2,3,3746.54,254.8,14.7,.,1.31,7.168370607,,,
HOCP17-701,2021,5,MARY,0,1,6601.5,310.94,21.23,.,1.81,7.168398533,,,
HOCP19-957,2020,3,STG,0,2,13950.45,267.08,52.23,.,2.99,7.168444809,,,
HOCP19-924,2020,3,STG,0,2,13168.79,270.19,48.74,.,2.79,7.168444809,,,
L15-306,2020,5,DOMINGUE,0,1,9557.01,284.49,33.59,.,2.37,7.168479636,,,
HO13-739,2020,5,LANDRY,2,1,7300.77,229.2,31.85,.,2.24,7.16889337,,,
L01-299,2021,5,MAGNOLIA,1,2,4380.63,238.68,18.35,.,1.17,7.169104205,,,
L14-267,2021,5,ALMA,2,3,5895.66,290.87,20.27,.,1.42,7.169304195,,,
L15-306,2021,5,ALLAINS,0,3,7466.9,302.42,24.69,.,2,7.19369895,,,
HOCP09-804,2020,5,HARPER,2,3,8013.59,219.74,36.47,.,1.5,7.19380649,,,
HO05-961,2021,5,RHEBERT,0,1,12574.53,303.77,41.4,.,2.86,7.193836978,,,
HOCP09-804,2021,5,MAGNOLIA,1,1,3716.25,247.16,15.04,.,0.98,7.194138335,,,
CP01-1372,2021,5,LANAUX,0,1,6916.55,302.11,22.89,.,2.17,7.194472876,,,
HOCP96-540,2021,5,LANDRY,2,1,3758.28,325.93,11.53,.,1.63,7.194811801,,,
L11-183,2020,5,LANAUX,1,2,8397.21,298.24,28.16,.,2.21,7.194860209,,,
L12-201,2021,3,AFH,1,2,11462.52,285.61,40.13,.,2.9,7.194957109,,,
L15-306,2021,5,MAGNOLIA,2,2,2588.33,268.96,9.62,.,1.41,7.19525066,,,
HOCP96-540,2021,5,GLENWOOD,3,3,6886.8,319.38,21.56,.,1.98,7.219091813,,,
L12-201,2020,5,RHEBERT,1,2,7893.97,274.8,28.73,.,2.22,7.219308036,,,
HOCP09-804,2021,5,ALLAINS,1,2,5159.25,286.38,18.02,.,1.48,7.21951943,,,
L01-299,2020,5,ALLAINS,2,2,11450.99,308.83,37.08,.,1.65,7.219704275,,,
HOCP19-927,2020,3,STG,0,2,12633.89,273.3,46.23,.,2.83,7.219889503,,,
L12-201,2021,5,LANAUX,1,3,7076.4,328.09,21.57,.,1,7.220435511,,,
HOCP19-927,2020,3,AFL,0,1,15651.13,262.15,59.7,.,2.77,7.220435511,,,
HO13-739,2020,5,BRUNSWICK,3,3,3993.36,210.36,18.98,.,1.39,7.220518244,,,
L14-267,2021,5,ALMA,0,3,9427.57,260.5,36.19,.,2.02,7.220766129,,,
HOCP18-801,2020,3,MEL,0,1,13477.47,292.66,46.05,10.69,2.99,7.220922069,,,
L01-299,2021,5,MARY,3,2,6098.4,241.96,25.2,.,1.31,7.223202553,,,
L01-299,2020,5,ALMA,0,1,8928.91,202.35,44.13,.,2.48,7.239316239,,,
HOCP04-838,2020,5,LANAUX,3,3,6955.82,293.92,23.67,.,1.89,7.24537037,,,
L15-306,2021,5,LANAUX,1,1,6230.37,304.19,20.48,.,1.67,7.24549483,,,
L14-267,2021,5,ALLAINS,0,3,7569.64,310.51,24.38,.,1.9,7.245693307,,,
L01-299,2021,5,MAGNOLIA,1,1,2273.93,238.61,9.53,.,1.08,7.24609696,,,
L15-306,2020,5,DOMINGUE,0,2,8841.43,268.31,32.95,.,2.61,7.246268657,,,
L19-021,2021,4,BLK,0,1,7775.06,272.38,28.55,11.72,1.89,7.246578631,,,
L12-201,2021,5,RHEBERT,2,1,8175.13,288.72,28.32,.,2.27,7.247021215,,,
HO13-739,2020,5,ALLAINS,0,2,9484.5,300.27,31.59,.,2.8,7.271525314,,,
L12-201,2021,4,BLK,0,1,8791.73,282.68,31.1,8.94,2.82,7.271617162,,,
HOCP96-540,2020,5,RHEBERT,3,1,7475.2,250.45,29.85,.,2.17,7.272078265,,,
HOCP19-900,2021,3,AFH,1,1,16067.23,288.94,55.61,.,2.85,7.272269847,,,
HOCP18-862,2020,3,MEL,0,2,9205.57,300.19,30.67,10.21,1.92,7.272313297,,,
HOCP19-952,2020,3,STG,0,2,8979.68,263.97,34.02,.,2.94,7.272470145,,,
L14-267,2021,5,LANDRY,2,1,5135.38,315.74,16.27,.,1.81,7.272542648,,,
HOCP04-838,2021,5,LANAUX,2,1,4845.5,283.57,17.09,.,1.21,7.272610152,,,
L14-267,2021,5,STJOHN,2,3,8307.26,279.36,29.74,.,2.28,7.272676528,,,
L17-428,2020,3,AFL,2,1,13907.66,280.81,49.53,11.08,2.95,7.272687893,,,
HOCP96-540,2020,4,CAF,2,2,8243.57,273.41,30.15,11.55,2.36,7.272779043,,,
HO16-600,2020,5,MAGNOLIA,0,2,10329.74,324.9,31.79,.,3.53,7.273021002,,,
HOCP17-527,2021,3,AFL,0,1,13096.41,280.49,46.69,.,2.94,7.273414243,,,
HO13-739,2021,5,MARY,1,1,6914.23,256.94,26.91,.,1.82,7.273554736,,,
HOCP96-540,2021,5,GLENWOOD,4,3,6481.5,273.48,23.7,.,2.01,7.273596545,,,
HO17-776,2021,4,AFH,0,2,8708.75,252.22,34.53,10.34,2.09,7.285619762,,,
HOCP14-885,2020,4,AFH,3,1,7026.59,227.12,30.94,9.85,2.07,7.298485589,,,
L15-306,2021,5,MARY,1,3,5724.42,245.98,23.27,.,1.5,7.298588235,,,
HO11-573,2021,5,GLENWOOD,3,1,7935.33,319.08,24.87,.,1.63,7.298636037,,,
HOCP96-540,2020,3,WES,0,1,18391.72,285.19,64.49,12.71,2.96,7.298927614,,,
HO13-739,2021,5,ALLAINS,0,1,7609,299.2,25.43,.,2.11,7.29918157,,,
L11-183,2020,5,RHEBERT,3,1,7578.33,246.36,30.76,.,2.39,7.299205899,,,
L11-183,2020,5,RHEBERT,3,2,9166.92,265.3,34.55,.,2.25,7.299263133,,,
HOCP19-900,2021,3,WES,0,1,18454.34,271.03,68.09,10.69,3.08,7.299489039,,,
HOCP19-900,2020,3,STG,0,2,11866.9,277.69,42.73,.,2.77,7.299503194,,,
L12-201,2021,5,ALLAINS,1,3,5927.31,269.14,22.02,.,2.1,7.299686739,,,
L14-267,2021,5,HARPER,2,1,8755.59,249.61,35.08,.,2.6,7.29978355,,,
L01-299,2020,5,MAGNOLIA,1,2,4373.37,300.51,14.55,.,1.28,7.300256904,,,
HO11-573,2021,5,HARPER,3,1,1422.18,199.73,7.12,.,2.09,7.310418904,,,
L12-201,2021,5,LANAUX,0,1,8426.49,313.77,26.86,.,2.63,7.313395415,,,
HOCP96-540,2021,5,MAGNOLIA,2,2,1708.05,237.23,7.2,.,1.37,7.323281907,,,
L12-201,2020,5,LANAUX,1,3,8494.7,289.56,29.34,.,2.87,7.325322812,,,
HOCP19-943,2020,3,AFL,0,1,18241.85,256.39,71.15,.,2.8,7.325933401,,,
HOCP96-540,2021,5,MARY,3,3,7013.25,248.61,28.21,.,1.4,7.326,,,
HOCP96-540,2020,5,MARY,0,3,10602.16,289.44,36.63,.,3.07,7.326167076,,,
HOCP09-804,2021,5,LANDRY,0,3,7644.8,295.24,25.89,.,1.24,7.326254826,,,
HOCP96-540,2020,5,HARPER,2,3,7425.38,248.31,29.9,.,2.87,7.326300985,,,
HOCP04-838,2020,5,BRUNSWICK,3,2,2643.29,172.35,15.34,.,1.04,7.3264545,,,
L01-299,2020,5,RHEBERT,0,1,9276.8,266.6,34.8,.,2.61,7.326463314,,,
L11-183,2020,3,AFL,1,2,16599.53,291.52,56.94,.,2.82,7.326560232,,,
HOCP19-949,2020,3,AFL,0,1,13164.52,277.93,47.37,.,2.86,7.326697633,,,
L12-201,2020,5,BRUNSWICK,1,1,6168.15,291.97,21.13,.,1.94,7.326716016,,,
L11-183,2021,5,BRUNSWICK,3,3,1320.71,197.36,6.69,.,1.58,7.351935194,,,
HOCP19-900,2020,3,AFL,0,1,20632.38,265.79,77.63,.,3.76,7.35238604,,,
HOCP19-936,2020,3,STG,0,1,15560.92,299.77,51.91,.,2.86,7.352643306,,,
HOCP09-804,2021,5,BRUNSWICK,3,3,3893.53,246.17,15.82,.,1.23,7.352873892,,,
HOCP09-804,2020,5,LANDRY,2,1,7243.72,214.76,33.73,.,1.35,7.353123159,,,
HOCP18-862,2020,3,NEW,0,2,6702.07,266.13,25.18,12.05,1.88,7.35313441,,,
HOCP19-903,2020,3,AFL,0,1,15065.54,273.3,55.12,.,2.73,7.353241078,,,
HOCP19-962,2020,3,STG,0,2,11147.49,263.71,42.27,.,2.74,7.35343184,,,
L11-183,2021,5,DOMINGUE,2,3,7223.78,291.07,24.82,.,1.95,7.353655013,,,
HOCP19-955,2021,3,NIB,1,1,5137.06,275.06,18.68,.,1.47,7.353792704,,,
HO12-615,2021,5,LANAUX,1,2,5579.75,319.85,17.45,.,1.47,7.353889061,,,
HOCP19-947,2021,3,NEW,0,2,21372.94,317.48,67.32,9.5,2.94,7.358108108,,,
L01-299,2021,5,GLENWOOD,3,2,8438.81,311.92,27.06,.,1.33,7.366551912,,,
HO11-573,2021,5,LANDRY,2,2,3626.06,305.59,11.87,.,1.81,7.378531073,,,
HO13-739,2020,5,DOMINGUE,0,2,7846.44,273.23,28.72,.,2.19,7.379009567,,,
HOCP04-838,2020,5,DOMINGUE,1,1,10161.72,290.82,34.94,.,2.12,7.379426266,,,
HO05-961,2021,5,ALMA,0,2,6241.56,293.04,21.3,.,1.55,7.37943072,,,
L15-306,2020,5,BRUNSWICK,0,1,7854.88,302.32,25.98,.,2.55,7.379485321,,,
HOCP09-804,2020,5,LANDRY,2,3,6876.13,207.44,33.15,.,1.8,7.379586926,,,
HO12-615,2021,5,ALMA,1,2,4929.45,252.32,19.54,.,1.34,7.379650721,,,
HO05-961,2020,5,LANAUX,0,2,11898.42,301.17,39.51,.,2.71,7.379650721,,,
HOCP18-829,2020,3,AFL,1,2,17597.77,282.85,62.22,.,2.77,7.379825858,,,
HO11-573,2021,5,RHEBERT,2,3,6813.43,246.39,27.65,.,2.44,7.380006513,,,
L12-201,2020,3,STG,0,1,10720.75,286.91,37.37,.,3.05,7.380421687,,,
L12-201,2021,3,WES,0,1,14717.51,299.52,49.14,9.88,2.76,7.380497925,,,
L12-201,2021,5,HARPER,1,1,10223.84,292.03,35.01,.,2.86,7.380736715,,,
HO12-615,2021,5,MARY,1,3,7164.72,252.33,28.39,.,2.05,7.380762057,,,
L01-283,2020,5,HARPER,3,1,5581.91,202.81,27.52,.,1.98,7.380775358,,,
HO05-961,2021,5,MAGNOLIA,1,1,2776.11,281.98,9.85,.,1.19,7.405550582,,,
HO13-739,2020,5,GLENWOOD,0,3,10802.77,276.96,39.01,.,2.94,7.406476829,,,
L12-201,2021,5,HARPER,1,3,10521.43,305.94,34.39,.,3.18,7.40651801,,,
L01-299,2021,5,ALLAINS,3,1,6932.01,267.39,25.93,.,1.35,7.406635802,,,
HOCP09-804,2021,4,AFH,1,1,6136.43,266.98,22.98,12.4,1.34,7.40682358,,,
HOCP19-964,2021,3,AFH,1,1,15936.9,279.68,56.98,.,2.73,7.406848829,,,
HOCP09-804,2021,5,HARPER,3,3,8187.78,228.21,35.88,.,1.42,7.407075749,,,
L12-201,2021,5,RHEBERT,0,1,10811.23,295.19,36.62,.,3.05,7.407281703,,,
L12-201,2021,5,GLENWOOD,4,1,10014.91,289.8,34.56,.,2.27,7.408029197,,,
L15-306,2021,5,LANAUX,2,3,3709.74,302.03,12.28,.,1.28,7.408037094,,,
HO13-739,2020,5,MAGNOLIA,1,1,8748.12,307.33,28.47,.,2.3,7.408083832,,,
HO07-613,2020,5,GLENWOOD,4,2,4330.65,246.56,17.56,.,1.39,7.408091469,,,
HOCP19-900,2020,3,AFL,0,2,14158.97,286.12,49.49,.,2.87,7.408163265,,,
HOCP96-540,2020,5,LANDRY,2,1,5728.35,239.41,23.93,.,1.81,7.408186151,,,
HOCP19-919,2020,3,STG,0,2,8686.88,265.79,32.68,.,3.43,7.421339564,,,
L15-306,2020,5,LANDRY,1,2,7744.59,210.79,36.74,.,1.96,7.424344718,,,
HO13-739,2021,5,DOMINGUE,2,3,6948.43,283.34,24.52,.,1.91,7.433989577,,,
L11-183,2020,5,LANDRY,0,2,10752.92,311.36,34.54,.,2.69,7.433989577,,,
